id,topic,variant,question,answer,ref,source,visibility,type,weight,notes,created,modified,verified,status,tags
142,Powerplant,P2+/T2+,Explain how shunt resistors are used to monitor the transfer pumps and what amperage values trigger the respective CAD cautions in the Misc Field?,"The pumps are monitored by a shunt. When power consumption is higher than 5amps (blocked pump) or lower than 2 amps (dry running pump), for longer than 3 minutes, the caution will be triggered.",,,Reveal,,0.01204053685069084,,31/05/2021,04/06/2025,,ok,
143,Powerplant,P2+/T2+,Name the fuel supply components?,- Engine feed lines- Shut-off valves- Switch EMERG OFF SW I- Switch EMERG OFF SW II- Circuit breaker FUEL - V ENG I- Circuit breaker FUEL - V ENG II,06-26,Training Manual,Hidden,,0.896324312314391,6 items,31/05/2021,04/06/2025,,ok,fuel
144,Powerplant,P2+/T2+,What indications are shown if a EMERG OFF SW is released?,- ACTIVE (warning unit) will be on continuously- FUEL VALVE on the CPDS Sys I/II displayed as long as valve is transient- F VALVE CL on the CPDS SYS I/II is displayed when the valve is closed,06-26,Training Manual,Hidden,,0.4411160377785564,,01/06/2021,04/06/2025,,ok,
145,Powerplant,P2+/T2+,If no fire warning is evident what will happen if the EMER OFF SW is operated?,Only the shut-off valve will close,06-26,Training Manual,Hidden,,0.616766644641757,,01/06/2021,04/06/2025,,ok,fire
146,Powerplant,P2+/T2+,Describe how fuel quantity is sensed in the aircraft?,There are 4 fuel quantity transmitters. Each transmitter consists of 2 concentric tubes that form the plates of a capacitor.As fuel level changes the value of the dielectricum - an oscillator circuit consisting of a precision resistor and the transmitter changes its freq proportional to the fuel mass in the tank. The output freq varies between 8kHz (full) and 13kHz (empty). This is processed and displayed on the CPDS,06-28,Training Manual,Hidden,,0.6699630292132497,,01/06/2021,04/06/2025,,ok,fuel
147,Powerplant,P2+/T2+,Which device carries out processing of the oscillator circuit frequency within the fuel sensors?,The CAD. The fuel sensors are directly connected to the CAD and only the CAD does the calculation.,06-28,Training Manual,Hidden,,0.43411087850108737,,01/06/2021,04/06/2025,,ok,fuel
148,Powerplant,P2+/T2+,What is the accuracy of fuel measurement?,6% with maximum fuel content and 4% with decreasing fuel content. Inaccuracies resulting from different fuel types and temperature (density) are considered within the 6% and 4% respectively.,06-28,Training Manual,Hidden,,0.4007971403189004,,01/06/2021,04/06/2025,,ok,fuel
149,Powerplant,P2+/T2+,What does the FUEL QTY FAIL Caution indicate?,One supply tank sensor has failed or both main tank sensors have failed. The respective bar graph will reset to 0,06-32,Training Manual,Hidden,,0.7057658261619508,,01/06/2021,04/06/2025,,ok,fuel
150,Powerplant,P2+/T2+,What does FUEL QTY DEGR actually mean?,One of the main tank sensors has failed.,06-32,Training Manual,Hidden,,0.8126008464023472,,01/06/2021,04/06/2025,,ok,fuel
151,Powerplant,P2+/T2+,How much fuel is available when the FUEL caution is triggered?,36kg LH 32kg RH,06-34,Training Manual,Hidden,,0.3100513988174498,,01/06/2021,04/06/2025,,ok,fuel
152,Powerplant,P2+/T2+,"In basic terms, how do the low fuel sensors work?","Sensors fixed at a defined height and supplied with 28VDC. Fuel cools the sensor and the resistance is high resulting in a low current flow. When fuel is low, the sensors are exposed, they warm up, resistance reduces and the current increases and activates the LOW FUEL warning at the Warning Unit along with an audio gong every 3 seconds.",06-34,Training Manual,Hidden,,0.29499673936516047,,01/06/2021,04/06/2025,,ok,fuel
153,Powerplant,P2+/T2+,What type of resistors are the low fuel sensors and what quality do they have?,NTC-thermistors - resistance reduces with heat allowing higher current flow. (resistance is normally lower at colder temperatures - at higher temperatures the atoms in the element are moving more and resisting current flow).,06-34,Training Manual,Hidden,,0.9716476853936911,,01/06/2021,04/06/2025,,ok,fuel
154,Powerplant,T2+,What does the FUEL PRESS indicate and where is it measured?,It indicates low pressure between the engine driven pumps and the high pressure pumps.The fuel pressure switch is tapped between the fuel filter outlet and the HP pump inlet.,06-36,Training Manual,Reveal,Knowledge,0.05989689985290169,,01/06/2021,04/06/2025,,ok,fuel
155,Powerplant,P2,What does the FUEL PRESS indicate and where is it measured?,It indicates low pressure between the engine driven pumps and the high pressure pumps.The fuel pressure switch is attached to the fuel management module - the pressure is tapped between the fuel filter outlet and the fuel filter inlet (?),06-36,Training Manual,Hidden,,0.09524132078513504,,01/06/2021,04/06/2025,,ok,fuel
157,Powerplant,P2+/T2+,What does the FUEL FILT caution indicate?,An impending opening of the by-pass due to a clogged filter. It's a differential pressure switch.,06-36,Training Manual,Hidden,,0.1382238594815135,,01/06/2021,04/06/2025,,ok,fuel
158,Powerplant,P2+/T2+,What does F FILT CT indicate?,"An interruption of the electrical circuit of the Fuel Filter. (ie, a break in continuity)",06-36,Training Manual,Hidden,,0.12166671315208076,,01/06/2021,04/06/2025,,ok,
159,Powerplant,P2+/T2+,What is the purpose of the reduction gearbox module?,It reduces the power turbine speed (N2) to a suitable speed for the main transmission input.,06-40,Training Manual,Hidden,,0.8216315913014115,,02/06/2021,04/06/2025,,ok,
160,Powerplant,P2+/T2+,What is N2?,Its the power turbine speed,06-40,Training Manual,Hidden,,0.6912645767442882,,02/06/2021,04/06/2025,,ok,
161,Powerplant,P2+/T2+,The accessory drive gear train provides the appropriate speed reduction to turn all the engine accessories; what are the engine accessories?,Starter/GeneratorLow pressure and high pressure fuel pumpsOil pumpAlternatorSOFAStarter/GenOil pumpsFuel pumpsAlternator,06-40,Training Manual,Hidden,,0.3187575312331319,,02/06/2021,04/06/2025,,ok,
162,Powerplant,P2+/T2+,Where does air enter the engine?,Via a radial inlet plenum chamber,06-40,Training Manual,Hidden,,0.23251550411805513,,02/06/2021,04/06/2025,,ok,
163,Powerplant,T2,How many fuel nozzles are there?,2 x start nozzles10 x main nozzles,06-42,Training Manual,Hidden,,0.3072964292950928,,02/06/2021,04/06/2025,,ok,fuel
164,Powerplant,T2+,What components are cooled and lubricated by the engine oil system?,Reduction gear trainAccessory gear trainCentrifugal compressor front bearingCompressor turbine rear bearingsPower turbine front bearing,06-44,Training Manual,Hidden,Knowledge,0.0913593894802034,5 items,02/06/2021,04/06/2025,,ok,
165,Powerplant,T2,What does the oil system consist of?,Integral oil tankPressure systemScavenge systemBreather systemIndication,06-44,Training Manual,Hidden,,0.9371508690528573,,02/06/2021,04/06/2025,,ok,
166,Powerplant,T2+,Describe the location and installation of the oil tank?,The oil tank is integral with the engine - it is formed by the lower sump of the reduction gearbox.,06-44,Training Manual,Hidden,Knowledge,0.1511308467015624,,02/06/2021,04/06/2025,Yes,ok,
167,Powerplant,T2+,"After providing lubrication, how is oil returned to the sump?",By gravity(The sump is at the bottom of the reduction gearbox),06-44,Training Manual,Hidden,,0.992157504428178,,02/06/2021,04/06/2025,,ok,
168,Powerplant,T2,What is the purpose of the scavenge pumps?,"Oil cooling - After the oil returns to the sump by gravity, it is immediately drawn away from the pump via the scavenge pumps to the cooling unit and returned to the tank.",,,Hidden,,0.8855405393987894,,02/06/2021,04/06/2025,,ok,
169,Powerplant,T2+,What specific components are the strainers in the oil system protecting?,They protect the scavenge pumps against any particles which may be contained in the lubrication oil.,06-44,Training Manual,Hidden,,0.2824379582889378,,02/06/2021,04/06/2025,,ok,
170,Powerplant,T2,Name the components of the Engine Fuel System?,Fuel pump unitFuel filterFuel metering unitValve assemblyInjection systemFADECIndication,06-46,Training Manual,Hidden,,0.36886734049767256,,02/06/2021,04/06/2025,,ok,fuel
171,Powerplant,T2+,What is the purpose of the Fuel Pump unit?,Supplies fuel at certain conditions of pressure and flow and is mounted on the front face of the reduction gearboxand driven by the N1 gear-train,06-46,Training Manual,Hidden,,0.12169199716299772,,02/06/2021,04/06/2025,,ok,fuel
172,Powerplant,T2,Describe the engine Fuel Pump Unit?,"It is mounted on the front face of the reduction gearbox and driven by the N1 geartrain.Consists of a LP centrifugal pump, HP gear type pump. A PRV in the HP pump outlet opens in case of excessive pressure and relieves fuel back to the inlet port of the HP pump.",06-46,Training Manual,Reveal,,0.02811715425923466,,02/06/2021,04/06/2025,,ok,fuel
173,Powerplant,T2+,Where is the fuel filter in relation to the aircraft engine?,Mounted on the front face of the reduction gearbox.,06-46,Training Manual,Hidden,,0.2484454824589193,,02/06/2021,04/06/2025,,ok,fuel
174,Powerplant,T2+,Where in the system is the fuel filter?,The fuel filter is between the LP pump outlet and HP pump inlet,06-46,Training Manual,Hidden,,0.9763292423449456,,02/06/2021,04/06/2025,,ok,fuel
175,Airframe,T2,How is the fuel filter monitored for blockage?,The fuel filter is monitored by an impending bypass switch for cockpit indication as well as by a mechanical blockage indicator at the filter housing.,06-46,Training Manual,Reveal,,0.7471160311251879,,02/06/2021,04/06/2025,,ok,fuel
176,Powerplant,T2+,Where is the fuel metering unit installed?,On the front face of the reduction gearbox.,06-48,Training Manual,Reveal,,0.01664411695674061,,03/06/2021,04/06/2025,,ok,fuel
177,Powerplant,T2,What are the 2 basic modes of the Fuel Metering unit and how is each controlled?,"1 - Automatic mode:- the metering valve is controlled by a stepper motor which is commanded by the EECU (FADEC)2 - Manual Mode: In manual mode the metering valve is controlled by a control lever, actuated by the collective twist grip.",06-48,Training Manual,Hidden,,0.984965793788433,,03/06/2021,04/06/2025,,ok,fuel
178,Powerplant,T2+,"In the context of the Fuel Metering Unit, what is 'Mixed Mode'?",Mixed mode is activated when the twist grip is moved out of the neutral position. In this mode the metering is controlled by the twist grip and the stepper motor at the same time. The pilots input will be counteracted by the EECU as there is no malfunction. ------------------------------------------------There is no mixed mode with P - any movement of the twist grip out of the neutral position results in an immediate switch to manual with TWIST GRIP and ENGINE MANUAL on the CPDS,06-48,Training Manual,Hidden,,0.6320546832866967,,03/06/2021,04/06/2025,Yes,ok,fuel
179,Powerplant,T2+,What features does the FMU (fuel metering unit) provide?,- Enables engine start and shutdown- Controls fuel flow according to demand- No power change during transition from EECU mode to manual mode- Full power selection range available in manual mode as well as EECU mode- Limits acceleration and decelerationto prevent surge and flame-out during manual control mode.,06-48,Training Manual,Hidden,Knowledge,0.7161369696259499,Think about different circumstances,03/06/2021,04/06/2025,,ok,fuel
180,Powerplant,T2+,What is the general purpose of the fuel valve assembly?,The fuel valve assembly delivers metered fuel from the FMU to the injection system,06-50,Training Manual,Hidden,,0.9553253608755768,,04/06/2021,04/06/2025,,ok,fuel
181,Powerplant,T2,Where is the fuel valve assembly located?,It is located on the upper part of the combustion chamber casing,06-50,Training Manual,Hidden,,0.5772130470722914,,04/06/2021,04/06/2025,,ok,fuel
182,Powerplant,T2,What are the 5 valves within the Fuel Valve Assembly?,- Start electro valve (dist F to injectors)- Stop electro valve (controls flow to injectors)- Injector distribution valve (controls fuel flow in general)- Stop purge valve (purges injectors to prevent carbonisation- Pressurising Valve (during start ensures priority of fuel to start injectors),06-50,Training Manual,Hidden,,0.3903461284935474,,04/06/2021,04/06/2025,,ok,fuel
183,Powerplant,T2+,How many injectors are there in the injection system?,9 Main injectors mounted around the combustion chambers and 1 preference injector.Additionally there are 2 start injectors mounted at 1 o'clock and 9 o'clock around the combustion chamber.,06-50,Training Manual,Hidden,,0.9968618550337852,,04/06/2021,04/06/2025,,ok,
185,Powerplant,T2,Describe the co-ordination of the start injectors with the main injectors?,Only the start injectors deliver fuel during start - at 50%N1 the start electro valves closes flow to the start injectors. Meanwhile the injector distribution valve is open and the main injector together with the preference injector deliver fuel to the combustion chamber.,,,Hidden,,0.9456120072863996,,04/06/2021,04/06/2025,,ok,
186,Powerplant,T2+,What is the purpose of the preference injector?,"If during normal operation the fuel flow is reduced significantly, the injector distribution valve closes the but the preference injector still delivers fuel to the combustion chamber to avoid an engine flame out.",06-50,Training Manual,Hidden,Knowledge,0.12879146356135607,,04/06/2021,04/06/2025,,ok,
187,Powerplant,T2,How is torque measured?,"The angular displacement of the output shaft is measured against the reference shaft via an electromagnetic sensor, ie a phonic wheel arrangement. This creates a pulsed voltage which is sent to the EECU(T2) or EEC(P2)",06-52 / 06-70,Training Manual,Hidden,,0.5272017028182745,,04/06/2021,04/06/2025,,ok,
188,Powerplant,T2,Where is Tq measured from?,In front of the reduction gearbox near the output shaft.,06-52,Training Manual,Hidden,,0.36071143997833127,,04/06/2021,04/06/2025,,ok,
189,Powerplant,T2,Where does the EECU send the processed Tq signal?,To the CPDS in the cockpit to show % Tq,06-52,Training Manual,Reveal,,0.9061221582815053,,04/06/2021,10/06/2025,,ok,
190,Powerplant,T2+,What is the purpose of the Tq confirmation box?,It compensates for material and manufacturing tolerances as each output shaft will be different. These are unique and calibrated to each shaft therefore the confirmation box cannot be transferred to another engine? The Pratt & Whitney system is called a DCU (Data Collection Unit) which does a similar task.,06-52 and 06-70,Training Manual,Hidden,Knowledge,0.4279887517914176,,04/06/2021,04/06/2025,Yes,ok,
191,Powerplant,T2+,Why can't the Tq confirmation box be transferred to another engine?,Because no two output shafts will twist in the same manner therefore each confirmation box is tuned to a specific engine output shaft.,06-52,Training Manual,Hidden,Knowledge,0.7613594140857458,,04/06/2021,04/06/2025,,ok,
192,Powerplant,T2,At which location is gas temperature measured?,Gas generator turbine outlet. 4 identical temperature double sensors are located around the rear part of the combustion chamber housing.,06-54,Training Manual,Hidden,,0.49915346270427113,,11/06/2021,04/06/2025,,ok,
193,Powerplant,P2,Four identical double sensors measure gas turbine temperature around the rear part of the combusion chamber casing. Where are the measurement signals sent?,One set supplies a signal to the indication systemThe other 4 parallel thermo elements provide signals direct to the FADEC box.,06-54,Training Manual,Hidden,,0.954933067318052,Sent to 2 locations,11/06/2021,04/06/2025,,ok,
194,Powerplant,T2,CPDS Indication of Gas Turbine - where does the corrected value of Gas Turbine appear?,FLI,06-54,Training Manual,Reveal,,0.07632826920598745,,11/06/2021,04/06/2025,,ok,
195,Powerplant,T2,"CPDS Indication of Gas Turbine - with one line of the respective TOT indication in the FLI lost, where else can TOT value be found?",The non-corrected TOT value is shown is displayed in the SYSTEM STATUS page.,06-54,Training Manual,Reveal,,0.01000098045915365,,11/06/2021,04/06/2025,,ok,fadec
196,Powerplant,P2,How many fuel nozzles are there and how is this different to the T2?,The P2 has 12 fuel nozzles- the T2 has 10 main fuel nozzles and 2 starter nozzles,06-60,Training Manual,Hidden,,0.5670567862689495,,17/06/2021,04/06/2025,,ok,fuel
197,Powerplant,P2+,What is the purpose of the cold start valve and where is it located?,The cold start valve is located at the pressure pump outlet and safeguards against excessive pressure build up due to high viscosity at low temperatures. It limits the pressure to 13.5bar (200 psi),06-62,Training Manual,Hidden,Knowledge,0.4112740312702954,,17/06/2021,04/06/2025,,ok,
198,Powerplant,P2+,What is the purpose of the P3 operated shut off valve?,It prevents oil supply to the lubrication points upon startup and at shutdown <40%n1. This ensures the remote bearing cavities do not flood during motoring or rundown periods.,06-62,Training Manual,Reveal,,0.0272512137889862,,17/06/2021,04/06/2025,,ok,
199,Powerplant,P2,How does the oil tank differ between the P2 and the T2?,T2 oil tank is integral with the engine and is formed by a sump at the bottom of the reduction gearbox.The P2 is a dry sump system and the tank is formed by the annular cavity created between the air inlet case and the reduction gearbox.,06-62,Training Manual,Hidden,,0.2996141063049436,,17/06/2021,04/06/2025,,ok,
